pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
8460,18,AAFFFAAFZFFFZFFAAFZFFFAAFFSFFZFFZFFZF,188.58,0.0001,1097.60
8461,18,AAFFFACAFFZFFFACAFFFZFFZFZFZFFAAFFZFFF,198.69,0.0001,1037.18
8462,18,AAFFFZFZFFZFFAAFFZFFFACAFZFFZFFFZFZFZF,198.3,0.0001,1167.46
8463,18,AAFFFZFFAAFFZFFZFFSFZFZFFZFFFZFAAFZFF,199.46,0.0001,1108.52
8464,18,AAFFFSFZFFFZFZFAAFFFZFZFFZFZFFZFF,200.69,0.0001,1021.52
8465,18,AAFZFFFZFZFFFSFZFZFFZFFZFZFZFFFZF,188.55,0.0003,1066.29
8466,18,AAFFFZFZFFFACAFFFZFZFZFFZFFFSFFSFFZF,201.05,0.0001,1123.39
8467,18,AAFFFZFZFZFFFZFSFZFFZFFZFFAAFFZFF,182.68,0.0001,999.82
8468,18,AAFFFZFZFFZFFASFZFFZFFZFZFFZFZFF,185.17,0.0003,997.76
8469,18,AAFFFSFFAAFFFZFZFFAAFFFZFAAFZFFFZFFZF,191.71,0.0001,1107.04
8470,18,AAFFFZFZFZFFFZFZFAAFFFZFZFZFFFZFZF,200.69,0.0003,1087.23
8471,18,AAFFFZFZFFZFFAAFFZFFFSFZFZFFFZFZF,191.47,0.0002,1023.03
8472,18,AAFFFZFAAFFZFZFFFZFZFZFFZFAAFFFZFF,190.26,0.0003,1032.58
8473,18,AAFFFSFFAAFFZFFZFFZFFACAFFZFZFFFZFZFF,189.26,0.0001,1114.03
8474,18,AAFFFZFZFFAAFFZFZFFFZFZFZFFSFFZFF,189.18,0.0001,1027.58
8475,18,AAFFFZFFAAFZFFFZFZFFSFFZFZFFZFFZF,195.9,0.0002,1019.16
8476,18,AAFFZFFFZFAAFZFFZFZFFFZFZFZFZFFZFF,192.94,0.0003,1070.62
8477,18,AAFFFAAFZFFFZFFAAFZFZFFFZFFACCAFFFZFFZFFZF,199.33,0.0001,1261.77
8478,18,AAFFFZFFAAFFZFFFAAFSFFZFFZFZFFFAAFFZF,196.34,0.0001,1100.93
8479,18,AAFFFAAFFFZFZFFAAFFZFFFACAFZFFFZFFZFZF,201.31,0.0001,1129.26
8480,18,ACAFFFZFFZFFZFZFZFZFFZFFZFZFFZFFZF,190.55,0.0001,1078.48
8481,18,AAFFFZFFZFFAAFZFZFFFZFZFZFFZFFZFZF,197.37,0.0004,1068.57
8482,18,AAFFZFFFZFZFAAFZFFFZFZFFZFZFFZFZFF,184.85,0.0002,1072.06
8483,18,AAFFFZFZFFZFFZFSFFZFFZFZFZFFFZFZF,192.85,0.0002,1067.74
8484,18,AAFFFZFAAFFFZFZFZFFFZFSFFZFZFFZFF,192.21,0.0004,1030.85
8485,18,AAFFFAAFZFFFAAFFZFFFACAFFFZFAAFFZFFFZF,190.9,0.0002,1084.22
8486,18,AAFFFZFFZFZFFAAFFZFFZFFSFFZFFZFZF,192.56,0.0003,1013.36
8487,18,AAFFFAAFZFFFZFAAFFFZFFAAFFSFFZFZFFFZF,201.65,0.0001,1106.95
8488,18,AAFFFACAFFFZFFAAFFZFFZFFZFACAFFFZFFZFF,193,0.0001,1087.29
8489,18,AAFFZFFAAFFZFFFZFAAFFZFZFZFFFZFZFF,193.81,0.0003,1029.24
8490,18,ACAFFFZFFZFZFZFFZFFSFFZFFZFZFZFFF,192.72,0.0002,1035.79
8491,18,AAFFFZFFAAFFZFAAFFFZFZFFFZFAAFZFZFFFZF,202.36,0.0001,1155.60
8492,18,AAFFACAFFFZFFZFFZFAAFFFAAFFZFFAAFFFZFF,191.66,0.0001,1073.69
8493,18,ACAFFFZFFZFZFFZFZFZFFZFFZFFSFFZFF,185.28,0.0002,993.00
8494,18,AAFFAAFFZFFFAAFFFACAFFFAAFFFZFAAFFFZFF,192.27,0.0001,1043.46
8495,18,AAFFFZFFAAFFZFFACAFFZFFFZFZFFZFAAFFZFF,195.73,0.0002,1114.34
8496,18,AAFFFACAFFFZFZFFFSFZFFFAAFZFFAAFFFZFF,195.97,0.0001,1076.85
8497,18,AAFFZFFFACCAFFZFFFZFZFFZFZFZFZFFZFFZFF,191.82,0.0001,1180.93
8498,18,AAFFFZFZFZFFFAAFFZFFFSZFFZFFZFFZF,193.41,0.0001,1020.89
8499,18,AAFFFACAFZFFFZFFZFSFFZFFZFZFZFFZFZFFF,198.42,0.0001,1166.42
8500,18,AAFFZFFZFZFFZFZFFFZFSFZFZFFFZFZFF,180.8,0.0002,1049.65
8501,18,ACAFFFZFZFFFSFFZFZFZFFZFZFFZFFZFF,199.37,0.0002,1039.46
8502,18,AAFFFZFAAFFFZFZFZFFZFFZFZFFFSZFFF,195.43,0.0002,1029.00
8503,18,AAFFFZFFZFFAAFZFFZFZFFZFFZFFAAFFZF,189.19,0.0001,1014.01
8504,18,AAFFFZFZFFSFFZFFZFFACAFZFFFZFFZFZFZFF,204.77,0.0001,1157.56
8505,18,AAFFFSFZFFZFZFZFFFZFZFZFFAAFFZFFF,193.09,0.0001,1025.44
8506,18,AAFFFZFZFZFZFFFZFAAFZFFFZFFZFACAFFFZFF,199.13,0.0001,1170.04
8507,18,AAFFZFFFACAFFZFFFSFFZFFACAFFFZFZFFZFF,199.63,0.0001,1024.88
8508,18,AAFAAFFFZFFZFFAAFFZFZFFZFZFFZFFZFF,187.06,0.0003,1017.22
8509,18,AAFFFZFFAAFFZFZFFFZFAAFZFFFZFZFFZF,182.21,0.0004,1029.49
8510,18,AAFFAAFFFSFZFFFZFZFZFFZFAAFFFAAFFFZFF,194.92,0.0001,1104.02
8511,18,AAFFFAAFFFZFZFZFZFFZFFZFFFSZFFZFF,192.79,0.0002,1023.67
8512,18,AAFFFSFZFFZFFAAFFZFFZFFZFAAFFZFFF,188.43,0.0002,964.86
8513,18,AAFZFFFZFZFFZFZFFZFZFZFFFSFFZFFZF,196.25,0.0002,1067.41
8514,18,AAFFFZFZFFZFFFSZFFZFZFFFAAFFZFFZF,187.78,0.0002,1022.28
8515,18,AAFFFSZFFFZFAAFFZFFFAAFFZFFAAFZFFZFFF,195.22,0.0001,1100.53
8516,18,AAFAAFFFZFFZFZFZFFFAAFFAAFFFAAFFZFFFZF,199.95,0.0001,1111.85
8517,18,AAFAAFFFZFFZFZFFZFZFZFZFFFZFZFZFFF,190.34,0.0002,1080.68
8518,18,AAFFFZFFZFFACAFZFFFZFZFZFFFZFAAFFZFFZF,187.56,0.0001,1165.49
8519,18,AAFFFSFZFFFAAFZFFFZFZFZFZFFZFFZFF,195.14,0.0001,1021.25
8520,18,AAFFFSFFZFFZFZFZFZFFFZFAAFFFZFZFF,192.78,0.0003,1031.41
8521,18,AAFFFAAFFZFZFFZFZFFFZFAAFFFSZFFZFFFZF,206.02,0.0001,1148.12
8522,18,AAFFFACAFFZFZFFFZFFACAFFFZFZFZFFZFZFFF,193.29,0.0001,1153.66
8523,18,AAFFFSZFFFZFZFZFFZFFZFZFFAAFFZFFF,191.39,0.0002,1025.02
8524,18,AAFFFAAFFFAAFFZFZFFFAAFFFSFFSFZFFFZF,198.67,0.0001,1062.86
8525,18,AAFFFZFFACAFFFZFZFFFZFAAFZFZFFFZFZFFZF,189.19,0.0001,1172.08
8526,18,AAFFAAFFFAAFFFZFZFZFFFSFZFFZFZFFF,185.19,0.0002,986.06
8527,18,AAFFFACAFFFZFFZFZFZFFFACAFFFZFZFFFSFF,200.28,0.0001,1050.44
8528,18,AAFZFFFSFFZFFZFZFZFFZFZFFZFZFFFZF,188.85,0.0003,1073.92
8529,18,AAFFAAFFFZFZFFFAAFZFFZFZFZFFFZFZFF,188.13,0.0002,1035.42
8530,18,AAFFFZFFZFZFZFFZFFSFFZFFAAFFFZFZF,196.36,0.0002,1020.22
8531,18,AAFFFZFZFZFFFASFZFFZFFZFZFZFFZFF,200.59,0.0001,1002.80
8532,18,AAFFFAAFFFSFZFFFACAFFFZFFZFZFAAFFFZFF,204.45,0.0001,1076.15
8533,18,AAFFFSFZFFZFFFACAFZFFFAAFFFZFZFZFZFFF,198.28,0.0001,1126.41
8534,18,AAFFFZFFZFSFFZFZFZFFFZFZFZFFZFZFF,191.12,0.0001,1072.37
8535,18,AAFFFZFFZFACAFFFZFFZFZFFZFZFFZFZFF,200.58,0.0001,1041.58
8536,18,ACAFFZFFFZFSFFZFZFZFFFZFZFZFZFZFFFZFF,198.29,0.0001,1213.50
8537,18,AAFFZFFFZFZFZFFZFZFZFZFFFZFZFFZFZF,191.05,0.0002,1121.84
8538,18,AAFFFZFZFFFSFFZFAAFFZFFZFFZFZFFZF,195.31,0.0002,1021.08
8539,18,AAFFFSFFZFZFZFFZFZFFFZFZFACAFFFZFFZFF,193.69,0.0001,1168.15
8540,18,AAFFFZFZFAAFFFZFZFFZFZFFFAAFZFZFFF,193.5,0.0001,1039.71
8541,18,AAFFFAAFFZFFFACAFZFFFZFFZFAAFZFFFZFZFF,192.83,0.0001,1125.81
8542,18,AAFFFACAFZFFZFFFZFZFZFZFFZFZFFAAFFFZFF,201.4,0.0001,1171.18
8543,18,AAFFFZFAAFFZFFZFZFFZFFFACAFFSFFZFFZFF,189.72,0.0001,1108.09
8544,18,AAFFFZFZFFAAFFFZFZFFZFSFFZFFZFFZF,199.75,0.0002,1021.76
8545,18,AAFFFZFZFFFSFZFFZFFAAFFZFZFFFZFZF,188.2,0.0001,1022.81
8546,18,AAFFAAFFFZFFZFAAFFFAAFFFZFSFFZFZFFFZF,194.29,0.0001,1108.94
8547,18,AAFFZFZFFFZFZFZFZFFFACAFFFZFFZFZFF,188.38,0.0006,1051.56
8548,18,AAFFAAFFFZFZFFZFZFFFSZFFFZFZFZFFF,187.97,0.0002,1033.77
8549,18,ACAFFFZFFZFZFFZFFSFZFFZFFZFZFFZFF,186.54,0.0001,997.16
8550,18,AAFFFZFFAAFFZFFAAFFFZFZFZFFZFFFSF,190.96,0.0002,978.47
8551,18,AAFFFZFFZFAAFZFFFZFZFZFFFZFACAFFFZFFZF,193.82,0.0001,1168.00
8552,18,AAFFAAFFFZFFAAFFZFFFACAFZFFZFFFAAFFZFF,194.39,0.0001,1076.15
8553,18,AAFFFSFFZFZFFZFZFFFAAFZFFZFZFFFZF,190.48,0.0003,1034.36
8554,18,AAFFZFFFZFZFAAFFZFZFFFZFZFFACAFFFZFFZF,190.65,0.0001,1167.12
8555,18,AAFFAAFFFZFFSFFZFZFFZFZFFAAFFFZFF,188.8,0.0002,978.74
8556,18,AAFFFACAFFFZFZFFFSFZFFZFFZFAAFZFFFZFF,196.78,0.0001,1104.45
8557,18,AAFFFAAFFFZFZFFZFAAFFFAAFFFZFZFFZF,196.25,0.0002,991.87
8558,18,AAFFFZFFACAFFZFFFZFZFZFFZFAAFFZFFFZFZF,191.76,0.0001,1169.35
8559,18,AAFFFZFZFZFFFSFZFZFFZFFFZFACAFFZFFZFF,192.38,0.0001,1157.62
8560,18,AAFFFZFZFFAAFZFFZFFFSFFZFFACAFFZFFZFF,200.41,0.0001,1111.57
8561,18,AAFFAAFFZFFFAAFFZFZFFFACAFFFAAFFZFFFZF,194.48,0.0001,1082.63
8562,18,AAFFFAAFFFZFAAFFZFFZFFFSFZFZFFZFF,197.13,0.0002,974.38
8563,18,AAFFFACAFFZFFFAAFFFSFZFFZFFZFAAFFZFFF,199.18,0.0001,1067.97
8564,18,AAFFFAAFFZFFFZFAAFZFFZFFZFZFFZFFZF,186.31,0.0002,1018.87
8565,18,AAFFFSFFZFZFZFFFZFAAFFFZFAAFZFFFZFFZF,197.37,0.0001,1151.15
8566,18,AAFFFSFZFFZFZFFZFFAAFFFZFAAFFZFFF,194.49,0.0003,973.94
8567,18,AAFFFAAFFFZFFACAFFZFFFAAFFFSFZFFZFFZF,196.84,0.0001,1072.95
8568,18,AAFFFAAFFFZFAAFZFFFAAFFFZFFACAFFZFFZFF,189.27,0.0001,1077.91
8569,18,AAFFFZFFACAFFFZFFZFZFZFZFFFZFZFZFF,191.94,0.0001,1050.50
8570,18,AAFFFZFFSFFZFZFZFFFZFZFAAFZFFFZFFZFZF,192.22,0.0001,1190.36
8571,18,AAFFFZFFZFZFZFFFAAFZFZFFFZFZFFZFZF,200.34,0.0002,1078.29
8572,18,AAFFFZFFZFAAFFFZFZFFZFAAFFFZFFZFZF,195.08,0.0003,1027.05
8573,18,AAFFAAFFFZFAAFFFZFZFFFSFFACAFFFZFZFFF,199.89,0.0001,1089.63
8574,18,AAFFFAAFFZFFFACAFFZFFFZFAAFZFFFAAFFFZF,194.17,0.0001,1082.56
8575,18,AAFFFZFFAAFFZFZFFZFFZFZFFFSZFFFZF,194.46,0.0002,1023.69
8576,18,AAFFFZFAAFZFFFAAFFFZFFAAFZFZFFZFZFFFZF,197.9,0.0001,1154.59
8577,18,AAFFFZFFZFAAFFFZFZFZFZFFFZFFASFZFFZF,202.77,0.0001,1126.01
8578,18,AAFFFSFFAAFFZFFFZFAAFZFFFAAFZFFFZFZFF,200.79,0.0001,1108.08
8579,18,AAFFFSFFZFFZFZFZFZFFFZFZFZFZFFFZF,197.73,0.0004,1078.11
8580,18,AAFFAAFFFZFSFFZFFZFFAAFFFACAFFFZFZFFF,202.41,0.0001,1080.96
8581,18,AAFFFAAFFFACAFFFZFZFFFACAFFFZFFAAFZFFF,192.01,0.0001,1007.93
8582,18,AAFFFSFFSFFZFZFFZFFAAFFZFFFACAFFZFFF,199.06,0.0001,1071.86
8583,18,AAFFFZFFAAFFZFZFFZFZFFFZFSFFZFZFF,188.53,0.0002,1027.62
8584,18,AAFFFZFFAAFFZFFFACAFFFZFZFZFFZFFZFFFS,195.6,0.0001,1102.90
8585,18,AAFFZFFFZFZFSFFZFFZFZFFZFZFFZFFZF,194.73,0.0001,1060.13
8586,18,AAFFFZFZFZFFZFFZFFSFFSFFZFFZFZFF,199.54,0.0002,1013.73
8587,18,AAFFFAAFFZFFFAAFFFSFAAFZFFZFFZFFFAAFZFZFF,200.82,0.0001,1220.77
8588,18,AAFFZFFFSFZFZFFFZFZFZFZFFZFZFFFZF,197.68,0.0001,1070.39
8589,18,AAFFFZFSFFZFFAAFFZFFZFFZFZFZFZFFF,190.28,0.0003,1025.07
8590,18,ACAFFFZFFSFFZFFZFZFZFFZFZFFZFFZFF,195.02,0.0001,1015.21
8591,18,AAFFFZFZFFZFFAAFZFFZFFFZFACAFFZFFFZFZF,193.92,0.0001,1163.67
8592,18,AAFFACAFFFZFFZFZFFFACAFFZFFZFFAAFFZFFF,192.41,0.0001,1088.42
8593,18,AAFFAAFFFZFZFFFSFFAAFFZFZFFZFFZFF,195.35,0.0001,980.23
8594,18,AAFFAAFFZFFZFFZFZFFZFZFZFZFFZFFFZF,194.56,0.0001,1065.02
8595,18,AAFFFAAFFFZFZFFACAFFFAAFFFZFFZFAAFFZFF,190.15,0.0001,1083.32
8596,18,AAFFAAFFFZFZFFZFFAAFFZFFSFFZFFZFF,188.3,0.0002,974.87
8597,18,AAFFFACAFFFZFZFFZFFAAFFFZFAAFZFFZFFFZF,189.66,0.0001,1125.75
8598,18,AAFAAFFFZFFZFZFZFFFAAFZFFZFFZFZFFF,197.63,0.0003,1029.25
8599,18,AAFFFAAFFFZFFSFZFZFFZFFZFFAAFFZFF,185.43,0.0001,954.81
8600,18,AAFFFZFFAAFFZFFSFZFFFZFZFZFFZFZFF,187.42,0.0001,1002.23
8601,18,AAFFAAFFFZFZFFZFFZFSFFZFZFFZFFZFF,193.52,0.0001,1016.87
8602,18,AAFFFZFZFZFZFFZFFZFFZFZFAAFFZFFFZF,191.4,0.0002,1069.14
8603,18,AAFFFACAFFFZFFAAFFZFFFAAFZFZFFFSFFZFF,195.48,0.0001,1078.42
8604,18,AAFFFZFFZFZFSFFZFFZFZFFZFFZFZFZFF,196.54,0.0001,1063.05
8605,18,AAFFAAFFFZFFAAFFFZFZFAAFZFFFZFZFFZFFZF,190.86,0.0001,1149.16
8606,18,ASFZFFZFFZFZFFZFZFFZFZFFZFZFFFZF,191.31,0.0001,1034.14
8607,18,AAFFZFFZFFZFZFFZFAAFZFFFZFFZFZFZFF,189.69,0.0001,1059.63
8608,18,AAFFFZFZFAAFFFZFZFFZFFFSFZFAAFFZFFFZF,202.38,0.0001,1144.96
8609,18,AAFFFAAFFZFZFFFZFAAFFZFFFACAFZFFFZFFZF,193.63,0.0001,1127.04
8610,18,AAFFFZFZFFAAFFZFFFSFFZFZFZFZFFFZF,199.6,0.0005,1033.18
8611,18,AAFFFZFZFZFZFFFZFZFZFZFFFZFSFFZFF,199.25,0.0004,1080.22
8612,18,AAFFFAAFFZFFAAFFZFFFZFACAFFFZFFSFFZFF,198.56,0.0001,1072.88
8613,18,AAFFFAAFFFZFFACAFFZFFZFFZFZFFZFZFF,188.04,0.0003,997.80
8614,18,AAFFFZFZFZFFFZFSFFZFFAAFFZFFZFFZF,198.31,0.0002,1021.35
8615,18,AAFFFZFAAFFZFFZFZFFZFFFSFZFZFZFFF,190.5,0.0003,1021.79
8616,18,AAFFAAFFZFFFAAFFFASFZFFZFZFFAAFFFZFF,194.14,0.0001,1039.10
8617,18,AAFFFZFFZFZFAAFFZFFFZFZFZFZFFZFFZF,194.42,0.0001,1068.68
8618,18,AAFFFAAFFFZFZFFSFFZFFAAFFZFFZFFZF,191.44,0.0004,975.03
8619,18,AAFFFSFFZFZFZFFZFFFAAFZFZFFZFFZFF,191.68,0.0002,1021.87
8620,18,AAFFFSFZFZFFFZFFAAFZFFZFAAFFFZFFZFZFF,191.98,0.0001,1140.72
8621,18,AAFFAAFFZFFFAAFZFFFZFAAFFFAAFZFFZFFFZF,197.33,0.0001,1108.00
8622,18,AAFFAAFFFZFFAAFFFSFFAAFFZFFFACAFFFZFF,195.45,0.0001,1035.13
8623,18,AAFFAAFFFZFFZFFACAFZFFFZFZFZFFFAAFFZFF,195.2,0.0001,1122.51
8624,18,AAFFFAAFFZFFZFFFSFAAFFFZFAAFFZFFFZFZF,193.19,0.0001,1100.99
8625,18,AAFFFAAFFFSZFFFZFFAAFZFFFZFZFAAFFFZFF,200.55,0.0001,1108.80
8626,18,AAFFFAAFFFACAFFZFFFAAFFZFFZFZFFSFZFFF,186.58,0.0001,1053.55
8627,18,AAFFFZFAAFZFFFZFAAFFFZFZFFZFFACAFFZFFF,194.6,0.0001,1123.57
8628,18,AAFFFSFFZFAAFFFZFFZFZFZFZFFZFFZFF,190.44,0.0001,1022.42
8629,18,AAFFFACAFFZFFZFFFACAFFZFFZFFZFAAFFZFFF,195.14,0.0001,1017.93
8630,18,AAFFFZFZFFZFZFZFFZFZFFFZFZFSFFZFF,199.44,0.0002,1073.74
8631,18,AAFFZFFZFFZFFSFFZFZFZFFZFZFFFZFZF,194.88,0.0002,1060.58
8632,18,AAFFZFFZFFFACAFZFFFZFZFZFFZFFZFZFF,188.11,0.0003,1041.12
8633,18,AAFFZFFFZFZFZFZFFZFZFZFFFZFZFFASFFZF,196.13,0.0001,1180.28
8634,18,AAFFFZFFSFFACAFFFZFFZFFAAFFZFZFZFFFZF,198.48,0.0001,1116.70
8635,18,AAFFFAAFFFSZFFFZFFAAFZFFFAAFFFAAFZFFF,201.3,0.0001,1068.99
8636,18,AAFFZFFFACAFFFZFFZFAAFFZFFZFFZFZFF,189.75,0.0002,992.01
8637,18,AAFFAAFFFZFFZFZFZFFZFZFFAAFFFZFFZF,185.39,0.0002,1025.98
8638,18,ACAFFFZFFZFZFFZFFASFFZFZFZFFZFFZFFZF,193.72,0.0001,1136.29
8639,18,AAFFFSFFZFFAAFZFFZFFZFFZFZFZFZFFF,200.95,0.0002,1022.12
8640,18,FFFSFFZFFZFZFZFZFZFFFZFZFFZFZFZFZ,203.32,0.0002,1120.36
8641,18,AAFFFACAFFFZFFZFFAAFZFFZFZFFFZFSFFZFF,195.05,0.0001,1116.82
8642,18,ACAFFFZFZFZFFFZFZFFASFZFFZFZFFZFFZFF,190.79,0.0001,1137.90
8643,18,AAFFFZFFSFFZFFZFAAFFZFFZFFZFZFFZF,189.85,0.0002,1009.68
8644,18,AAFFFAAFFFAAFFFZFSFFAAFFZFFFZFAAFFZFF,192.77,0.0001,1065.60
8645,18,AAFFAAFFFZFFZFZFFAAFFZFZFFZFFZFFZF,184.83,0.0003,1018.75
8646,18,AAFFFZFFACCAFFZFFFZFZFFZFZFZFFFSFZFZFFFZF,195.3,0.0001,1309.01
8647,18,AAFFAAFFFZFFZFAAFFFZFZFZFFZFZFFFZF,183.8,0.0003,1031.46
8648,18,AAFFFZFFZFSFFZFFAAFFFZFZFZFFZFFZF,188.45,0.0003,1020.71
8649,18,AAFFFAAFFFAAFFFAAFFFSFZFFZFFZFZFF,188.15,0.0005,937.59
8650,18,AAFFFZFAAFFFZFZFFAAFZFFFZFZFFFACAFZFFF,189.86,0.0001,1136.13
8651,18,AAFFZFFZFFFACAFZFFFZFFACAFFFZFZFFZFFZF,196.94,0.0001,1133.05
8652,18,AAFFFZFAAFFZFFFZFSFFZFZFFZFZFFZFF,192.42,0.0001,1023.15
8653,18,AAFFFAAFFFACAFFZFFFZFZFAAFFFZFFAAFZFFF,199.79,0.0001,1087.34
8654,18,AAFFFACAFFFZFZFFFAAFFZFZFZFFZFFZFF,193.17,0.0002,1003.74
8655,18,AAFFFAAFFZFFZFZFFZFFZFSFFZFZFFFZF,191.42,0.0002,1022.15
8656,18,AAFFZFFFSFZFZFFFZFZFZFZFZFFFZFZFF,187.59,0.0002,1074.19
8657,18,AAFFFSFZFZFFZFFZFFZFAAFFZFFZFZFFF,187.9,0.0001,1013.43
8658,18,AAFFFSFZFZFFZFFFAAFZFFZFZFFZFZFFF,191.77,0.0002,1021.85
8659,18,AAFFFAAFFFZFFACAFFZFFFAAFFZFZFFFSFFZF,199.48,0.0001,1080.86
8660,18,AAFZFFFZFZFFZFFSFZFFZFFZFZFZFFFZF,186.16,0.0001,1043.00
8661,18,AAFFFZFFZFZFFAAFFZFZFFZFFFAAFZFFZF,189.85,0.0001,1023.48
8662,18,AAFFFZFFAAFFZFFAAFFFZFZFFSFFZFFZF,196.1,0.0006,975.38
8663,18,AAFFFZFFZFZFZFFFACAFFFZFZFFZFFZFZF,198.13,0.0002,1033.63
8664,18,AAFFFZFFZFZFZFZFFFAAFFZFFZFZFFFSF,184.94,0.0001,1024.44
8665,18,AAFFZFFSFFZFFZFFAAFFZFZFFZFZFFFZF,189.02,0.0002,1015.64
8666,18,AAFFFAAFFFACAFFZFFZFFZFZFFFACAFFZFZFFF,194.64,0.0001,1097.22
8667,18,AAFFFZFFSFFZFFAAFZFFZFFZFFZFZFZFF,190.48,0.0001,1012.91
8668,18,AAFFFZFFZFSFFZFZFFFAAFFZFZFFZFFZF,202.49,0.0001,1021.83
8669,18,AAFFFZFFAAFFZFFZFFAAFZFZFFFZFFZFSFFZF,192.45,0.0001,1140.48
8670,18,AAFFAAFFFZFZFFFACAFFFZFZFZFFZFFZFF,194.42,0.0003,1002.12
8671,18,AAFFFSZFFFAAFFFZFZFZFFZFZFFZFZFFF,190.29,0.0002,1032.91
8672,18,AAFFFZFAAFFFZFZFZFZFFFZFZFFAAFZFFF,194.99,0.0002,1039.90
8673,18,AAFFFZFFZFZFFZFSFFZFFZFZFFZFFZFZF,192.98,0.0001,1059.25
8674,18,AAFFFSZFZFFFZFFZFAAFFZFFAAFFFZFZFZFFF,193.65,0.0001,1150.42
8675,18,AAFFACAFFFZFFZFFZFAAFFFAAFFZFZFFFAAFFF,200.02,0.0001,1082.74
8676,18,AAFFFACAFFFZFFAAFZFFZFFFZFAAFZFFZFZFFF,196.55,0.0001,1113.70
8677,18,AAFFFSFFZFZFFZFFAAFFFZFAAFZFFZFFFZFZF,196.86,0.0001,1145.78
8678,18,AAFFFSZFFFZFFAAFFZFFAAFFFZFAAFFZFFFZF,199.15,0.0001,1101.76
8679,18,AAFFZFZFFFZFZFZFFSFFZFFZFZFZFFFZF,200.12,0.0001,1070.20
8680,18,AAFFZFZFFZFZFFZFFFACAFFFACAFFFZFZFFFZF,194.58,0.0001,1143.89
8681,18,AAFFFZFZFZFZFFFSFZFFFZFZFZFAAFFZFFFZF,199.65,0.0001,1195.65
8682,18,AAFFFZFFZFAAFFZFFFSFFZFZFZFFZFFZF,198.05,0.0004,1019.20
8683,18,AAFFFAAFFFZFZFFAAFFZFFZFZFFFSFFZF,188.28,0.0001,985.52
8684,18,AAFFFAAFFFZFFAAFFZFAAFFZFFFZFAAFFFZFZF,199.94,0.0001,1111.30
8685,18,AAFFFZFZFFZFAAFFFZFZFFZFFFSZFFZFF,195.12,0.0001,1022.05
8686,18,AAFFFZFAAFFFZFFAAFFZFZFFZFFFSFZFF,201.46,0.0001,975.57
8687,18,ACAFFFZFFSFZFFZFFZFZFFZFZFZFFZFFF,190.84,0.0001,977.73
8688,18,AAFFAAFFFZFZFFZFFZFFSAAFFFZFFZFZFFZFF,187.47,0.0001,1112.17
8689,18,AAFFAAFFFZFFSFFZFZFZFFFAAFFZFZFFF,196.94,0.0002,986.64
8690,18,AAFFFZFFAAFZFFZFFZFZFFZFFFSZFFZFF,192.42,0.0001,1012.86
8691,18,AAFFFSFFZFZFFZFFFACAFZFFZFFZFFAAFFFZF,196.07,0.0001,1117.76
8692,18,AAFFFZFZFZFFFZFAAFFZFFFSFZFFZFFZF,193.97,0.0005,1018.07
8693,18,AAFFFZFFZFZFZFFFAAFZFFZFZFFFZFZFZF,200.38,0.0002,1077.87
8694,18,AAFFAAFFZFFFAAFZFFFZFZFAAFFZFFFSFFZFF,190.1,0.0001,1104.03
8695,18,AAFFFZFAAFFFZFZFFZFFSFZFFFAAFFZFF,190.47,0.0001,959.09
8696,18,AAFFFAAFFFZFAAFZFFFAAFFFZFZFFACAFFFZFF,193.41,0.0001,1087.87
8697,18,AAFFFZFFAAFFZFZFFZFFFSZFFFZFZFZFF,189.29,0.0001,1027.00
8698,18,AAFFFSFFZFFAAFFZFAAFFFZFFZFFAAFZFZFFF,196.29,0.0001,1102.56
8699,18,AAFFFAAFFFAAFFFZFSFFZFZFFZFFZFZFF,191.58,0.0001,986.58
8700,18,AAFFFZFFAAFFZFFZFFACAFFFZFFZFZFFZF,196.77,0.0002,991.23
8701,18,ACAFFFZFZFFZFFZFSFFZFFZFZFFZFZFFF,193.8,0.0002,1037.07
8702,18,AAFFAAFFFZFZFZFFFAAFFFSFFAAFZFFZFFFZF,196.75,0.0001,1109.98
8703,18,AAFFFAAFFFAAFZFFFZFZFFAAFFZFZFFFZF,201.08,0.0002,993.62
8704,18,AAFFFZFZFFZFFAAFZFFFZFFACAFZFFFZFFZFZF,192.42,0.0001,1163.61
8705,18,ACAFFFZFZFFFSFZFFZFFZFZFZFZFZFFFZFFZF,195.92,0.0001,1203.90
8706,18,AAFFFAAFFFZFFSFZFZFFFAAFFZFFZFZFF,193.69,0.0001,971.87
8707,18,AAFFFZFZFZFFFSFZFFZFZFFZFFFACCAFFFZFF,199.34,0.0001,1137.61
8708,18,AAFFFAAFFFACAFFFZFZFFFSFFAAFFFAAFZFFF,201.16,0.0001,1048.08
8709,18,AAFFFAAFFFAAFFZFZFFZFFFACAFFFSFZFFFZF,192.99,0.0001,1077.17
8710,18,AAFFAAFFFZFZFFZFZFFZFFACAFFFZFFZFF,180.94,0.0001,994.52
8711,18,AAFFFZFFAAFFZFFFACAFFZFFFACAFFFZFFZFZF,201.64,0.0001,1027.64
8712,18,AAFFFZFFZFZFFAAFZFFFZFZFZFFFAAFFZF,196.49,0.0002,1031.63
8713,18,AAFFFAAFFZFFFAAFZFFZFFFSFSFFZFFZFFZF,191.86,0.0001,1069.06
8714,18,AAFFFSZFZFFFZFFZFAAFFZFZFFFAAFFZFZFFF,197.27,0.0001,1152.01
