pore_number,N,Canonical_STRONGs,radius,Canonical_STRONG_radius,barrier_CO2,barrier_N2,barrier_O2
19048,17,AAFFFZFAAFFFZFZFAAFFFZFZFFFZFZFACCAFFFZFFZFF,1.61,162AAFFFZFAAFFFZFZFAAFFFZFZFFFZFZFACCAFFFZFFZFF,35.50,29.41,23.40
19055,17,AAFFFZFZFFFZFZFACCAFFFZFZFFFZFZFZFZFFFAAFFZF,1.61,162AAFFFZFZFFFZFZFACCAFFFZFZFFFZFZFZFZFFFAAFFZF,24.75,22.49,16.69
19067,17,AAFFFZFZFFFZFZFACCAFZFFFZFFZFZFFZFZFFZFZFFZF,1.61,162AAFFFZFZFFFZFZFACCAFZFFFZFFZFZFFZFZFFZFZFFZF,46.77,38.24,30.33
19069,17,AAFFFAAFFZFFFZFZFACCAFFFZFFZFFAAFFFZFAAFFFZF,1.61,162AAFFFAAFFZFFFZFZFACCAFFFZFFZFFAAFFFZFAAFFFZF,36.29,29.76,23.83
19074,17,AAFFAAFFFAAFFFAAFFZFFZFFFACCAFZFZFFFZFFAAFFF,1.97,198AAFFAAFFFAAFFFAAFFZFFZFFFACCAFZFZFFFZFFAAFFF,18.90,16.78,12.16
19087,17,AAFFFAAFFZFFFZFZFACCAFFZFFZFFFAAFFZFZFFZFZFF,1.61,162AAFFFAAFFZFFFZFZFACCAFFZFFZFFFAAFFZFZFFZFZFF,31.52,25.96,20.76
19088,17,AAFFFAAFFZFFFZFZFACCAFZFFFZFFZFZFFZFZFFZFZFF,1.61,162AAFFFAAFFZFFFZFZFACCAFZFFFZFFZFZFFZFZFFZFZFF,40.73,33.63,27.05
19091,17,AAFFFZFFAAFZFFZFFFZFZFACCAFFFZFFZFFAAFFFZFZF,1.61,162AAFFFZFFAAFZFFZFFFZFZFACCAFFFZFFZFFAAFFFZFZF,22.04,21.14,14.91
19098,17,AAFFFAAFFFAAFFZFZFFZFZFFFZFFACCAFZFZFFFZFFZF,1.97,198AAFFFAAFFFAAFFZFZFFZFZFFFZFFACCAFZFZFFFZFFZF,16.06,14.84,10.22
19137,17,AAFFFZFAAFFZFFFAAFFZFFFACCAFZFZFFFZFFZFZFZFF,1.61,162AAFFFZFAAFFZFFFAAFFZFFFACCAFZFZFFFZFFZFZFZFF,19.96,18.07,12.89
19181,17,AAFFFZFZFZFFZFAAFZFFFZFFZFZFFZFACCAFFFZFFZFF,1.61,162AAFFFZFZFZFFZFAAFZFFFZFFZFZFFZFACCAFFFZFFZFF,32.61,27.01,21.52
19188,17,AAFFFZFZFZFZFFFACAFFZFFFZFZFFZFACCAFFFZFFZFF,1.61,162AAFFFZFZFZFZFFFACAFFZFFFZFZFFZFACCAFFFZFFZFF,33.19,27.62,21.86
19198,17,AAFFFAAFFFAAFFZFAAFFZFFFZFZFFZFACCAFFFZFFZFF,1.97,198AAFFFAAFFFAAFFZFAAFFZFFFZFZFFZFACCAFFFZFFZFF,17.19,15.60,10.93
19214,17,ACAFFFZFFACAFFFZFFZFFZFACCAFFFZFFZFFZFZFZFFF,1.61,162ACAFFFZFFACAFFFZFFZFFZFACCAFFFZFFZFFZFZFZFFF,26.17,25.07,17.91
19232,17,AAFFFAAFFFZFZFFFACCAFZFFZFFZFFFACAFFFZFZFZFF,1.97,198AAFFFAAFFFZFZFFFACCAFZFFZFFZFFFACAFFFZFZFZFF,17.33,15.02,10.66
19269,17,AAFFFZFFZFFZFACCAFFFZFFZFFAAFZFFFZFFAAFZFFZF,1.61,162AAFFFZFFZFFZFACCAFFFZFFZFFAAFZFFFZFFAAFZFFZF,22.99,20.33,15.38
19273,17,AAFFFACCAFZFFZFFZFFFAAFZFFZFZFZFFFAAFZFFZFFF,1.61,162AAFFFACCAFZFFZFFZFFFAAFZFFZFZFZFFFAAFZFFZFFF,31.30,26.04,20.60
19283,17,AAFFFZFFZFFZFACCAFFFZFZFZFFFZFFAAFZFFZFZFFZF,1.61,162AAFFFZFFZFFZFACCAFFFZFZFZFFFZFFAAFZFFZFZFFZF,26.24,23.83,17.61
19284,17,AAFFFACCAFZFFZFFZFFFAAFZFFZFZFFZFAAFFFZFZFFF,1.97,198AAFFFACCAFZFFZFFZFFFAAFZFFZFZFFZFAAFFFZFZFFF,16.35,14.65,9.86
19289,17,AAFFFZFFZFFZFACCAFZFFFZFZFFFAAFFZFZFFZFZFFZF,1.61,162AAFFFZFFZFFZFACCAFZFFFZFZFFFAAFFZFZFFZFZFFZF,38.75,32.45,25.56
19290,17,AAFFFZFFZFFZFACCAFZFFZFFFZFZFZFFZFZFFZFZFFZF,1.43,143AAFFFZFFZFFZFACCAFZFFZFFFZFZFZFFZFZFFZFZFFZF,64.44,49.46,41.65
19297,17,AAFFFAAFFFZFFZFACCAFFFZFZFFFZFAAFFFZFAAFFFZF,1.61,162AAFFFAAFFFZFFZFACCAFFFZFZFFFZFAAFFFZFAAFFFZF,33.80,26.99,22.00
19298,17,AAFFFAAFFFZFFZFACCAFFZFFFZFZFFAAFFFZFAAFFFZF,1.61,162AAFFFAAFFFZFFZFACCAFFZFFFZFZFFAAFFFZFAAFFFZF,25.01,21.40,16.52
19312,17,AAFFAAFFFAAFFFAAFFZFZFFFZFFACCAFZFFZFFFAAFFF,1.97,198AAFFAAFFFAAFFFAAFFZFZFFFZFFACCAFZFFZFFFAAFFF,12.03,11.15,7.09
19320,17,AAFFAAFFFAAFFFZFFZFACCAFZFFFZFFZFZFFZFZFZFFF,1.61,162AAFFAAFFFAAFFFZFFZFACCAFZFFFZFFZFZFFZFZFZFFF,26.01,24.23,17.72
19345,17,AAFZFFFZFFACAFFFZFZFZFFZFFZFFFACCAFZFFZFFFZF,1.61,162AAFZFFFZFFACAFFFZFZFZFFZFFZFFFACCAFZFFZFFFZF,26.01,24.10,17.82
19348,17,AAFFZFFFZFAAFZFFFZFFZFACCAFFFZFZFFFZFZFZFFZF,1.61,162AAFFZFFFZFAAFZFFFZFFZFACCAFFFZFZFFFZFZFZFFZF,19.57,18.86,13.14
19352,17,AAFFFZFZFFZFFFACCAFZFFZFFFZFAAFFZFFFACAFFFZF,1.61,162AAFFFZFZFFZFFFACCAFZFFZFFFZFAAFFZFFFACAFFFZF,21.80,19.31,14.20
19359,17,AAFFFAAFFFZFZFFFACCAFZFFZFFFZFAAFFZFFFAAFZFF,1.97,198AAFFFAAFFFZFZFFFACCAFZFFZFFFZFAAFFZFFFAAFZFF,16.47,14.18,10.01
19360,17,AAFFFZFFAAFZFFFZFFZFACCAFFZFFFZFZFZFFFAAFFZF,1.61,162AAFFFZFFAAFZFFFZFFZFACCAFFZFFFZFZFZFFFAAFFZF,19.28,18.26,12.74
19363,17,AAFFFZFFAAFZFFFZFFZFACCAFFZFFFAAFFFZFZFZFFZF,1.61,162AAFFFZFFAAFZFFFZFFZFACCAFFZFFFAAFFFZFZFZFFZF,19.41,18.42,12.86
19365,17,AAFFFZFFAAFZFFFZFFZFACCAFZFFFZFFZFZFFZFZFFZF,1.61,162AAFFFZFFAAFZFFFZFFZFACCAFZFFFZFFZFZFFZFZFFZF,26.77,25.07,18.37
19371,17,AAFFAAFFFAAFFFAAFZFFFZFFZFACCAFFZFFFZFZFZFFF,1.97,198AAFFAAFFFAAFFFAAFZFFFZFFZFACCAFFZFFFZFZFZFFF,13.65,12.33,8.27
19378,17,AAFFFZFAAFFZFFFACAFFFZFZFFZFFFACCAFZFFZFFFZF,1.61,162AAFFFZFAAFFZFFFACAFFFZFZFFZFFFACCAFZFFZFFFZF,19.20,18.51,12.75
19391,17,AAFFFZFZFAAFFZFFFZFAAFFZFFZFFFACCAFZFFZFFFZF,1.61,162AAFFFZFZFAAFFZFFFZFAAFFZFFZFFFACCAFZFFZFFFZF,31.04,28.15,21.22
19415,17,AAFFFZFAAFZFFFZFFAAFZFZFFFZFFZFACCAFFFZFFZFF,1.61,162AAFFFZFAAFZFFFZFFAAFZFZFFFZFFZFACCAFFFZFFZFF,26.88,22.70,17.94
19418,17,AAFFZFFFZFAAFFZFZFFZFZFFFZFFACCAFZFFZFFFZFZF,1.61,162AAFFZFFFZFAAFFZFZFFZFZFFFZFFACCAFZFFZFFFZFZF,19.34,17.08,12.70
19421,17,AAFFFZFAAFFZFFFAAFZFZFFFZFFZFACCAFFZFFFZFZFF,1.61,162AAFFFZFAAFFZFFFAAFZFZFFFZFFZFACCAFFZFFFZFZFF,19.02,16.94,12.38
19427,17,AAFFFZFFAAFFZFZFZFFFAAFFFZFFACCAFZFFZFFFZFZF,1.61,162AAFFFZFFAAFFZFZFZFFFAAFFFZFFACCAFZFFZFFFZFZF,18.81,16.69,12.21
19433,17,AAFFFZFZFZFZFFFZFFZFACCAFFFZFZFFZFFFACAFFFZF,1.61,162AAFFFZFZFZFZFFFZFFZFACCAFFFZFZFFZFFFACAFFFZF,31.97,26.67,21.16
19434,17,AAFFFACCAFZFFZFFFZFZFZFZFFFAAFZFFFAAFZFFZFFF,1.61,162AAFFFACCAFZFFZFFFZFZFZFZFFFAAFZFFFAAFZFFZFFF,34.16,26.96,22.05
19438,17,AAFFAAFFFZFZFZFZFFFZFFZFACCAFFFZFFAAFFZFFFZF,1.61,162AAFFAAFFFZFZFZFZFFFZFFZFACCAFFFZFFAAFFZFFFZF,16.41,15.18,10.36
19445,17,AAFFFACCAFZFFZFFFZFZFZFZFFFAAFFZFAAFFFZFZFFF,1.97,198AAFFFACCAFZFFZFFFZFZFZFZFFFAAFFZFAAFFFZFZFFF,15.65,14.14,9.42
19448,17,AAFFFZFZFZFFAAFFFZFZFZFZFFFZFFZFACCAFZFFFZFF,1.61,162AAFFFZFZFZFFAAFFFZFZFZFZFFFZFFZFACCAFZFFFZFF,29.70,25.64,20.07
19460,17,AAFAAFFFZFFAAFFZFZFZFFFZFFZFACCAFFFZFZFFZFFF,1.61,162AAFAAFFFZFFAAFFZFZFZFFFZFFZFACCAFFFZFZFFZFFF,33.96,29.33,22.71
19463,17,AAFFFZFFAAFFZFZFZFFFZFFZFACCAFFZFFZFFFAAFFZF,1.61,162AAFFFZFFAAFFZFZFZFFFZFFZFACCAFFZFFZFFFAAFFZF,16.88,15.79,10.90
19466,17,AAFFFAAFFFAAFFZFZFZFFFZFFZFACCAFFFAAFFFZFFZF,1.97,198AAFFFAAFFFAAFFZFZFZFFFZFFZFACCAFFFAAFFFZFFZF,16.62,15.05,10.59
19477,17,AAFFFACCAFZFFZFFFZFZFZFFAAFFFZFZFAAFFFZFZFFF,1.97,198AAFFFACCAFZFFZFFFZFZFZFFAAFFFZFZFAAFFFZFZFFF,15.75,14.20,9.48
19484,17,AAFFZFFZFFFACCAFZFFZFFFZFZFZFFZFAAFZFFFZFFZF,1.61,162AAFFZFFZFFFACCAFZFFZFFFZFZFZFFZFAAFZFFFZFFZF,22.02,19.90,14.84
19497,17,AAFFFZFAAFFFZFZFZFFZFZFZFFFZFFZFACCAFZFFFZFF,1.61,162AAFFFZFAAFFFZFZFZFFZFZFZFFFZFFZFACCAFZFFFZFF,29.19,25.68,19.75
19500,17,AAFFZFFFACCAFZFFZFFFZFZFZFFZFZFFACAFFFZFFZFF,1.61,162AAFFZFFFACCAFZFFZFFFZFZFZFFZFZFFACAFFFZFFZFF,24.02,21.00,16.13
19502,17,AAFFZFFFZFAAFFZFZFFZFZFZFFFZFFZFACCAFFZFFFZF,1.61,162AAFFZFFFZFAAFFZFZFFZFZFZFFFZFFZFACCAFFZFFFZF,17.81,15.92,11.48
19503,17,AAFFZFFFACAFFFZFFZFFACCAFZFFZFFFZFZFZFFZFZFF,1.61,162AAFFZFFFACAFFFZFFZFFACCAFZFFZFFFZFZFZFFZFZFF,22.54,19.69,14.84
19504,17,AAFFFZFFAAFFZFZFFZFZFZFFFZFFZFACCAFZFFFZFFZF,1.61,162AAFFFZFFAAFFZFZFFZFZFZFFFZFFZFACCAFZFFFZFFZF,18.12,16.86,11.81
19518,17,AAFFACCAFZFFZFFFZFZFZFFZFZFFZFZFFAAFFZFFZFFF,1.43,143AAFFACCAFZFFZFFFZFZFZFFZFZFFZFZFFAAFFZFFZFFF,74.84,56.59,47.31
19525,17,AAFFFZFACCAFFFZFFZFFAAFFFZFZFZFFAAFZFFZFFFZF,1.61,162AAFFFZFACCAFFFZFFZFFAAFFFZFZFZFFAAFZFFZFFFZF,28.61,24.80,18.92
19526,17,AAFFFZFACCAFFFZFFZFZFFFAAFFZFZFFAAFZFFZFFFZF,1.61,162AAFFFZFACCAFFFZFFZFZFFFAAFFZFZFFAAFZFFZFFFZF,28.10,24.35,18.58
19533,17,AAFFFZFACCAFFFZFFZFZFFFAAFFZFZFFACAFFFZFFZFF,1.61,162AAFFFZFACCAFFFZFFZFZFFFAAFFZFZFFACAFFFZFFZFF,39.26,31.31,25.39
19554,17,AAFFFZFACCAFFZFFFAAFFFZFZFZFFZFZFFAAFZFFFZFF,1.61,162AAFFFZFACCAFFZFFFAAFFFZFZFZFFZFZFFAAFZFFFZFF,29.05,25.07,19.18
19555,17,AAFFFZFACCAFFZFFZFFFAAFFZFZFFZFZFFAAFZFFFZFF,1.61,162AAFFFZFACCAFFZFFZFFFAAFFZFZFFZFZFFAAFZFFFZFF,26.53,22.99,17.52
19565,17,AAFFAAFFFZFAAFFZFFFAAFFFZFACCAFFFZFFAAFFFZFF,1.61,162AAFFAAFFFZFAAFFZFFFAAFFFZFACCAFFFZFFAAFFFZFF,20.01,18.17,12.87
19567,17,AAFFAAFFFZFAAFFZFFFAAFFFZFACCAFFZFFFZFZFZFFF,1.61,162AAFFAAFFFZFAAFFZFFFAAFFFZFACCAFFZFFFZFZFZFFF,24.84,21.35,16.45
19570,17,AAFFFZFAAFFZFFFAAFFFZFACCAFFZFFFAAFFFZFZFZFF,1.61,162AAFFFZFAAFFZFFFAAFFFZFACCAFFZFFFAAFFFZFZFZFF,22.08,19.80,14.64
19572,17,AAFFFZFAAFFZFFFAAFFFZFACCAFZFFFZFFZFZFFZFZFF,1.61,162AAFFFZFAAFFZFFFAAFFFZFACCAFZFFFZFFZFZFFZFZFF,30.23,26.62,20.59
19579,17,AAFFAAFFFZFAAFFZFFFAAFFZFFFACCAFZFFFAAFFFZFF,1.61,162AAFFAAFFFZFAAFFZFFFAAFFZFFFACCAFZFFFAAFFFZFF,32.57,27.83,21.42
19582,17,AAFFAAFFFZFZFAAFFFZFFZFZFFFACCAFZFFFAAFFFZFF,1.61,162AAFFAAFFFZFZFAAFFFZFFZFZFFFACCAFZFFFAAFFFZFF,32.55,27.89,21.42
19583,17,AAFFAAFFFZFZFZFZFFZFFFAAFFFACCAFZFFFAAFFFZFF,1.61,162AAFFAAFFFZFZFZFZFFZFFFAAFFFACCAFZFFFAAFFFZFF,34.81,29.39,22.87
19598,17,AAFFFAAFFFAAFFFZFFACCAFZFFFAAFFFZFFAAFFZFZFF,1.97,198AAFFFAAFFFAAFFFZFFACCAFZFFFAAFFFZFFAAFFZFZFF,18.55,16.33,11.79
19603,17,AAFFFZFACCAFFZFFFAAFFZFFFAAFZFFZFZFFAAFFZFFF,1.61,162AAFFFZFACCAFFZFFFAAFFZFFFAAFZFFZFZFFAAFFZFFF,30.44,26.08,20.04
19604,17,AAFFFACCAFZFFFAAFFFZFFAAFFZFZFFZFZFZFZFFFZFF,1.61,162AAFFFACCAFZFFFAAFFFZFFAAFFZFZFFZFZFZFZFFFZFF,33.95,28.71,22.31
19607,17,AAFFFZFACCAFZFFFZFZFFFAAFFZFZFFZFZFFAAFFZFFF,1.61,162AAFFFZFACCAFZFFFZFZFFFAAFFZFZFFZFZFFAAFFZFFF,32.11,27.37,21.22
19608,17,AAFFZFZFFZFFZFFFACCAFZFFFZFZFFFACAFZFFFZFFZF,1.61,162AAFFZFZFFZFFZFFFACCAFZFFFZFZFFFACAFZFFFZFFZF,30.63,25.59,20.40
19615,17,AAFFFZFAAFFZFFFACAFFFZFZFFFZFACCAFFFZFZFFFZF,1.61,162AAFFFZFAAFFZFFFACAFFFZFZFFFZFACCAFFFZFZFFFZF,26.44,22.71,17.67
19623,17,AAFFFZFFZFFACCAFZFFFFZFZFFFACAFFFZFFAAFFZFZFF,1.61,162AAFFFZFFZFFACCAFZFFFFZFZFFFACAFFFZFFAAFFZFZFF,17.58,15.81,11.32
19628,17,AAFFFZFAAFFFZFZFFFZFACCAFFFZFZFFZFFFACAFFFZF,1.61,162AAFFFZFAAFFFZFZFFFZFACCAFFFZFZFFZFFFACAFFFZF,32.84,27.23,21.67
19633,17,AAFFAAFFFZFAAFFFZFZFFFZFACCAFFFZFFAAFFZFFFZF,1.61,162AAFFAAFFFZFAAFFFZFZFFFZFACCAFFFZFFAAFFZFFFZF,17.82,16.23,11.34
19679,17,AAFFFZFZFFFZFACCAFFFZFZFFFZFAAFZFFFZFFAAFZFF,1.61,162AAFFFZFZFFFZFACCAFFFZFZFFFZFAAFZFFFZFFAAFZFF,22.23,19.78,14.85
19680,17,AAFFFZFZFFFZFACCAFFZFFFZFZFFAAFZFFFZFFAAFZFF,1.61,162AAFFFZFZFFFZFACCAFFZFFFZFZFFAAFZFFFZFFAAFZFF,18.02,16.94,11.88
19689,17,AAFFFACCAFZFFFZFZFFFAAFFZFZFZFFFAAFZFZFFFZFF,1.61,162AAFFFACCAFZFFFZFZFFFAAFFZFZFZFFFAAFZFZFFFZFF,32.23,27.41,21.48
19691,17,AAFFAAFFFZFZFZFFAAFFFZFZFFFZFACCAFFZFZFFFZFF,1.61,162AAFFAAFFFZFZFZFFAAFFFZFZFFFZFACCAFFZFZFFFZFF,32.36,27.44,21.45
19701,17,AAFFFZFFZFFAAFZFFZFZFFAAFFFZFZFFFZFACCAFFFZF,1.61,162AAFFFZFFZFFAAFZFFZFZFFAAFFFZFZFFFZFACCAFFFZF,30.51,26.53,20.35
19715,17,AAFFZFFZFFFACAFFZFFFZFACCAFFFZFZFFFZFZFZFFZF,1.61,162AAFFZFFZFFFACAFFZFFFZFACCAFFFZFZFFFZFZFZFFZF,24.96,22.74,16.91
19720,17,AAFFFZFZFAAFZFFFZFFZFAAFFZFFFZFACCAFFFZFFZFF,1.61,162AAFFFZFZFAAFZFFFZFFZFAAFFZFFFZFACCAFFFZFFZFF,39.17,32.28,25.89
19724,17,AAFFFZFFACAFFZFFFZFAAFFZFFFZFACCAFFFZFFZFFZF,1.61,162AAFFFZFFACAFFZFFFZFAAFFZFFFZFACCAFFFZFFZFFZF,21.64,20.30,14.52
19725,17,AAFFFAAFFFACAFFZFFFZFAAFFZFFFZFACCAFFFZFFZFF,1.97,198AAFFFAAFFFACAFFZFFFZFAAFFZFFFZFACCAFFFZFFZFF,19.78,18.16,12.97
19755,17,AAFAAFFFZFFAAFFZFFFZFACCAFFFZFZFFFZFAAFFZFFF,1.61,162AAFAAFFFZFFAAFFZFFFZFACCAFFFZFZFFFZFAAFFZFFF,27.24,23.97,18.28
19756,17,AAFAAFFFZFFAAFFZFFFZFACCAFFZFFFZFZFFAAFFZFFF,1.61,162AAFAAFFFZFFAAFFZFFFZFACCAFFZFFFZFZFFAAFFZFFF,22.49,21.00,15.09
19779,17,AAFFFAAFFFAAFFZFFFZFACCAFFZFFFAAFFFZFAAFFFZF,1.97,198AAFFFAAFFFAAFFZFFFZFACCAFFZFFFAAFFFZFAAFFFZF,12.76,11.69,7.56
19780,17,AAFFAAFFFZFAAFFFAAFFFAAFFZFFFZFACCAFFZFFZFFF,1.97,198AAFFAAFFFZFAAFFFAAFFFAAFFZFFFZFACCAFFZFFZFFF,11.18,10.17,6.37
19784,17,AAFFAAFFFAAFFFAAFFZFFFZFACCAFFFAAFFFZFFAAFFF,1.97,198AAFFAAFFFAAFFFAAFFZFFFZFACCAFFFAAFFFZFFAAFFF,17.82,15.17,10.95
19799,17,AAFFFZFAAFFZFFFACAFFZFFFAAFFZFFFACCAFZFFFZFF,1.61,162AAFFFZFAAFFZFFFACAFFZFFFAAFFZFFFACCAFZFFFZFF,19.68,18.99,13.17
19809,17,AAFFFAAFFFAAFZFFFAAFFFZFFACCAFZFFFZFFAAFFFZF,1.97,198AAFFFAAFFFAAFZFFFAAFFFZFFACCAFZFFFZFFAAFFFZF,13.72,12.85,8.44
19811,17,AAFFFAAFFFAAFFZFZFFZFFFZFACCAFZFFFZFFAAFFFZF,1.97,198AAFFFAAFFFAAFFZFZFFZFFFZFACCAFZFFFZFFAAFFFZF,19.33,17.96,12.73
19812,17,AAFFFZFAAFFFZFAAFZFFFZFFAAFFZFFFACCAFZFFFZFF,1.61,162AAFFFZFAAFFFZFAAFZFFFZFFAAFFZFFFACCAFZFFFZFF,19.49,17.73,12.65
19813,17,AAFFFZFAAFFFZFAAFFZFFFAAFZFFFZFFACCAFZFFFZFF,1.61,162AAFFFZFAAFFFZFAAFFZFFFAAFZFFFZFFACCAFZFFFZFF,21.05,18.65,13.69
19827,17,AAFFFZFZFAAFFZFFFZFAAFFZFZFFFZFFACCAFZFFFZFF,1.61,162AAFFFZFZFAAFFZFFFZFAAFFZFZFFFZFFACCAFZFFFZFF,27.98,24.83,18.82
19834,17,AAFFFACCAFZFFFZFFAAFFFZFZFZFZFFFACAFFFZFZFFF,1.97,198AAFFFACCAFZFFFZFFAAFFFZFZFZFZFFFACAFFFZFZFFF,19.43,17.58,12.19
19855,17,AAFFZFZFFZFFZFFFACCAFZFFFZFFZFAAFZFFZFFFZFZF,1.61,162AAFFZFZFFZFFZFFFACCAFZFFFZFFZFAAFZFFZFFFZFZF,24.46,21.55,16.54
19878,17,AAFFFZFFACAFFFZFFAAFZFFFZFZFFFACCAFZFFFZFFZF,1.61,162AAFFFZFFACAFFFZFFAAFZFFFZFZFFFACCAFZFFFZFFZF,25.43,22.67,17.15
19917,17,AAFFFZFFZFFAAFZFFAAFFFZFZFZFFZFFFZFACCAFFFZF,1.61,162AAFFFZFFZFFAAFZFFAAFFFZFZFZFFZFFFZFACCAFFFZF,32.75,28.05,21.75
19935,17,AAFFFZFFACAFFZFFFZFAAFFZFZFFZFFFZFACCAFFFZFF,1.61,162AAFFFZFFACAFFZFFFZFAAFFZFZFFZFFFZFACCAFFFZFF,20.02,18.85,13.45
19950,17,AAFAAFFFZFFAAFFFZFFACCAFZFFFFZFFZFZFFAAFFZFFF,1.61,162AAFAAFFFZFFAAFFFZFFACCAFZFFFFZFFZFZFFAAFFZFFF,22.65,20.43,15.09
19963,17,AAFFFZFAAFFFZFAAFFZFFFZFZFFACCAFZFFFZFFZFZFF,1.61,162AAFFFZFAAFFFZFAAFFZFFFZFZFFACCAFZFFFZFFZFZFF,30.08,25.73,20.20
19978,17,AAFFZFZFFFZFFACAFFZFFZFFFACCAFZFFFZFFZFZFFZF,1.61,162AAFFZFZFFFZFFACAFFZFFZFFFACCAFZFFFZFFZFZFFZF,25.87,22.91,17.54
19979,17,AAFFZFFZFFFACAFZFFFZFZFFFACCAFZFFFZFFZFZFFZF,1.61,162AAFFZFFZFFFACAFZFFFZFZFFFACCAFZFFFZFFZFZFFZF,30.16,25.90,20.17
19984,17,AAFFAAFFFZFFZFFACCAFZFFFFZFFZFZFFZFAAFFZFFFZF,1.61,162AAFFAAFFFZFFZFFACCAFZFFFFZFFZFZFFZFAAFFZFFFZF,17.74,17.12,11.71
19986,17,AAFFFACCAFZFFFZFFZFZFFZFAAFFFZFFACAFFFZFZFFF,1.97,198AAFFFACCAFZFFFZFFZFZFFZFAAFFFZFFACAFFFZFZFFF,18.30,16.49,11.30
19998,17,AAFFAAFFFZFZFZFFZFZFFZFFFZFACCAFFAAFFFZFFZFF,1.61,162AAFFAAFFFZFZFZFFZFZFFZFFFZFACCAFFAAFFFZFFZFF,35.12,30.99,23.98
20008,17,AAFFFAAFFZFZFFZFZFFZFFFZFACCAFFFAAFZFFFZFFZF,1.97,198AAFFFAAFFZFZFFZFZFFZFFFZFACCAFFFAAFZFFFZFFZF,19.45,16.87,12.41
20010,17,AAFFACCAFZFFFZFFZFZFFZFZFFAAFFFZFAAFFZFFZFFF,1.61,162AAFFACCAFZFFFZFFZFZFFZFZFFAAFFFZFAAFFZFFZFFF,32.70,28.35,22.18
20017,17,AAFFZFFZFFFACAFFFZFFACCAFZFFFZFFZFZFFZFZFFZF,1.61,162AAFFZFFZFFFACAFFFZFFACCAFZFFFZFFZFZFFZFZFFZF,27.39,25.08,18.54
20020,17,AAFFFACCAFZFFFZFFZFZFFZFZFFZFZFAAFFFZFZFFFZF,1.61,162AAFFFACCAFZFFFZFFZFZFFZFZFFZFZFAAFFFZFZFFFZF,38.89,31.48,25.32
20027,17,AAFFZFZFFZFFZFFFACAFFACCAFFFZFFZFFZFZFFZFZFF,1.43,143AAFFZFZFFZFFZFFFACAFFACCAFFFZFFZFFZFZFFZFZFF,75.88,56.49,48.97
20043,17,AAFFAAFFFZFFZFFAAFFACCAFFZFFFZFZFFZFZFFZFZFF,1.43,143AAFFAAFFFZFFZFFAAFFACCAFFZFFFZFZFFZFZFFZFZFF,62.55,47.24,40.29
20072,17,AAFFACCAFFFZFFZFFZFZFFZFZFFACAFFFZFZFFFAAFFF,1.97,198AAFFACCAFFFZFFZFFZFZFFZFZFFACAFFFZFZFFFAAFFF,15.81,13.93,9.32
20079,17,AAFFACCAFFFZFFZFFZFZFFZFZFFACAFFZFFFZFZFZFFF,1.61,162AAFFACCAFFFZFFZFFZFZFFZFZFFACAFFZFFFZFZFZFFF,23.71,21.74,15.52
20085,17,AAFFACCAFFZFFFZFZFFZFZFFZFZFFACAFFFZFFZFZFFF,1.61,162AAFFACCAFFZFFFZFZFFZFZFFZFZFFACAFFFZFFZFZFFF,27.55,25.44,18.38
20093,17,AAFFAAFFFZFAAFFFZFZFFZFFFACCAFFAAFFFZFZFFFZF,1.61,162AAFFAAFFFZFAAFFFZFZFFZFFFACCAFFAAFFFZFZFFFZF,27.03,23.66,18.05
20097,17,AAFFACCAFFFZFZFFFZFAAFFFZFZFZFFAAFZFFFZFZFFF,1.61,162AAFFACCAFFFZFZFFFZFAAFFFZFZFZFFAAFZFFFZFZFFF,31.76,27.43,21.25
20121,17,AAFFAAFFZFFZFFFAAFFACCAFFFZFFZFFZFAAFFZFFFZF,1.61,162AAFFAAFFZFFZFFFAAFFACCAFFFZFFZFFZFAAFFZFFFZF,20.07,19.23,13.47
20126,17,AAFFAAFFFAAFFFAAFFZFZFFFZFFACCAFFAAFFFZFFZFF,1.97,198AAFFAAFFFAAFFFAAFFZFZFFFZFFACCAFFAAFFFZFFZFF,15.71,14.73,9.95
20130,17,AAFFAAFFFZFZFAAFFFZFFZFZFFFACCAFFAAFFFZFFZFF,1.61,162AAFFAAFFFZFZFAAFFFZFFZFZFFFACCAFFAAFFFZFFZFF,31.91,28.22,21.44
20142,17,AAFFACCAFFZFFFZFAAFFFZFFAAFFZFZFFAAFFZFFZFFF,1.61,162AAFFACCAFFZFFFZFAAFFFZFFAAFFZFZFFAAFFZFFZFFF,22.43,19.64,14.71
20149,17,AAFFACCAFFFAAFFZFFFZFZFZFZFFZFZFFAAFFZFFZFFF,1.61,162AAFFACCAFFFAAFFZFFFZFZFZFZFFZFZFFAAFFZFFZFFF,35.01,29.14,22.83
20155,17,AAFFAAFFFZFZFZFFZFFZFFFACCAFFZFAAFFFZFFZFFZF,1.61,162AAFFAAFFFZFZFZFFZFFZFFFACCAFFZFAAFFFZFFZFFZF,30.89,28.35,21.23
20201,17,AAFFFZFZFFZFFFACCAFFZFZFFZFZFFFZFFACAFFZFZFF,1.61,162AAFFFZFZFFZFFFACCAFFZFZFFZFZFFFZFFACAFFZFZFF,22.92,20.62,15.01
20213,17,AAFFACAFFFZFFZFFZFZFFACCAFFZFFFZFZFFZFZFZFFF,1.61,162AAFFACAFFFZFFZFFZFZFFACCAFFZFFFZFZFFZFZFZFFF,23.09,21.83,15.47
